id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang
train-87	/path/to/datasets/re-tacred/audio/train/train-87.wav:0:197846	12365	197846	<triplet> Ferrara <subj> Bianconeri <obj> person employee of	0	en
train-89	/path/to/datasets/re-tacred/audio/train/train-89.wav:0:209735	13108	209735	<triplet> Richard Lindzen <subj> professor <obj> person title <subj> MIT <obj> person employee of	0	en
train-90	/path/to/datasets/re-tacred/audio/train/train-90.wav:0:116112	7257	116112	<triplet> she <subj> she <obj> person identity	0	en
train-92	/path/to/datasets/re-tacred/audio/train/train-92.wav:0:217165	13572	217165	<triplet> Blackburn Rovers <subj> Blackburn <obj> organization alternate names	0	en
train-96	/path/to/datasets/re-tacred/audio/train/train-96.wav:0:125400	7837	125400	<triplet> His <subj> his <obj> person identity <subj> Yoadimnadji <obj> person identity <triplet> Yoadimnadji <subj> his <obj> person identity <triplet> his <subj> His <obj> person identity <subj> Yoadimnadji <obj> person identity	0	en
train-97	/path/to/datasets/re-tacred/audio/train/train-97.wav:0:108310	6769	108310	<triplet> Teddy Kollek <subj> Mayor <obj> person title	0	en
train-101	/path/to/datasets/re-tacred/audio/train/train-101.wav:0:141374	8835	141374	<triplet> Goodman <subj> he <obj> person identity <triplet> his <subj> he <obj> person identity <subj> Andrew <obj> person identity <triplet> he <subj> his <obj> person identity <subj> Andrew <obj> person identity	0	en
train-103	/path/to/datasets/re-tacred/audio/train/train-103.wav:0:299271	18704	299271	<triplet> FEC <subj> Trevor Potter <obj> organization top members employees	0	en
train-104	/path/to/datasets/re-tacred/audio/train/train-104.wav:0:208620	13038	208620	<triplet> his <subj> Hugo Chavez <obj> person identity	0	en
train-107	/path/to/datasets/re-tacred/audio/train/train-107.wav:0:171468	10716	171468	<triplet> SLDN <subj> C Dixon Osburn <obj> organization top members employees	0	en
train-109	/path/to/datasets/re-tacred/audio/train/train-109.wav:0:184843	11552	184843	<triplet> ITW <subj> Glenview <obj> organization city of branch	0	en
train-113	/path/to/datasets/re-tacred/audio/train/train-113.wav:0:211592	13224	211592	<triplet> George Young <subj> Holy Temple Baptist Church <obj> person employee of <subj> Rev. <obj> person title <subj> pastor <obj> person title	0	en
train-114	/path/to/datasets/re-tacred/audio/train/train-114.wav:0:107938	6746	107938	<triplet> ABC <subj> ABC <obj> organization alternate names	0	en
train-115	/path/to/datasets/re-tacred/audio/train/train-115.wav:0:333822	20863	333822	<triplet> Lorraine Rothman <subj> her <obj> person identity <triplet> her <subj> Lorraine Rothman <obj> person identity <subj> leader <obj> person title <subj> feminist health movement <obj> person employee of	0	en
train-116	/path/to/datasets/re-tacred/audio/train/train-116.wav:0:148063	9253	148063	<triplet> Lashkar-e-Taiba <subj> Mumbai <obj> organization city of branch	0	en
train-125	/path/to/datasets/re-tacred/audio/train/train-125.wav:0:231654	14478	231654	<triplet> his <subj> Chavez <obj> person identity	0	en
train-127	/path/to/datasets/re-tacred/audio/train/train-127.wav:0:215308	13456	215308	<triplet> Jo Ann Davis <subj> Rep. <obj> person title <subj> U.S. <obj> person employee of <subj> House of Representatives <obj> person employee of	0	en
train-129	/path/to/datasets/re-tacred/audio/train/train-129.wav:0:181499	11343	181499	<triplet> him <subj> McInerney <obj> person identity <subj> him <obj> person identity <subj> him <obj> person identity <subj> McInerney <obj> person identity	0	en
train-130	/path/to/datasets/re-tacred/audio/train/train-130.wav:0:150292	9393	150292	<triplet> her <subj> Jennifer Buchanan <obj> person identity <subj> Nevaeh Buchanan <obj> person identity	0	en
train-21	/path/to/datasets/re-tacred/audio/train/train-21.wav:0:236856	14803	236856	<triplet> Jennifer Dunn <subj> Northwest Republicans <obj> person employee of	0	en
train-139	/path/to/datasets/re-tacred/audio/train/train-139.wav:0:171840	10740	171840	<triplet> Chinese Communist Party <subj> National Congress <obj> organization members	0	en
train-140	/path/to/datasets/re-tacred/audio/train/train-140.wav:0:170354	10647	170354	<triplet> George Kennedy <subj> leader <obj> person title	0	en
train-142	/path/to/datasets/re-tacred/audio/train/train-142.wav:0:222738	13921	222738	<triplet> her <subj> she <obj> person identity	0	en
train-146	/path/to/datasets/re-tacred/audio/train/train-146.wav:0:151778	9486	151778	<triplet> Gillmor <subj> 5th District <obj> person employee of <subj> Congress <obj> person employee of	0	en
train-149	/path/to/datasets/re-tacred/audio/train/train-149.wav:0:276980	17311	276980	<triplet> Korean Central News Agency <subj> North Korea <obj> organization country of branch	0	en
train-153	/path/to/datasets/re-tacred/audio/train/train-153.wav:0:291840	18240	291840	<triplet> Robert M. Morgenthau <subj> Manhattan <obj> person employee of <triplet> his <subj> Manhattan <obj> person employee of	0	en
train-156	/path/to/datasets/re-tacred/audio/train/train-156.wav:0:207506	12969	207506	<triplet> he <subj> he <obj> person identity	0	en
train-162	/path/to/datasets/re-tacred/audio/train/train-162.wav:0:379519	23719	379519	<triplet> University of Ghent <subj> University of Ghent <obj> organization alternate names	0	en
train-163	/path/to/datasets/re-tacred/audio/train/train-163.wav:0:156979	9811	156979	<triplet> IPSCO <subj> Canada <obj> organization country of branch <subj> United States <obj> organization country of branch	0	en
train-172	/path/to/datasets/re-tacred/audio/train/train-172.wav:0:78217	4888	78217	<triplet> Mark Buse <subj> his <obj> person identity	0	en
train-178	/path/to/datasets/re-tacred/audio/train/train-178.wav:0:168868	10554	168868	<triplet> Mainland Affairs Council <subj> Liu Te-shun <obj> organization top members employees	0	en
train-185	/path/to/datasets/re-tacred/audio/train/train-185.wav:0:112767	7047	112767	<triplet> He <subj> he <obj> person identity <subj> him <obj> person identity <subj> he <obj> person identity <triplet> he <subj> He <obj> person identity <subj> him <obj> person identity <subj> he <obj> person identity <subj> he <obj> person identity <triplet> him <subj> he <obj> person identity <subj> He <obj> person identity <subj> he <obj> person identity <subj> he <obj> person identity <triplet> he <subj> He <obj> person identity <subj> him <obj> person identity <subj> he <obj> person identity <subj> he <obj> person identity <subj> him <obj> person identity <subj> He <obj> person identity <subj> he <obj> person identity <subj> he <obj> person identity	0	en
train-187	/path/to/datasets/re-tacred/audio/train/train-187.wav:0:171840	10740	171840	<triplet> Manila Economic and Cultural Office <subj> MECO <obj> organization alternate names <triplet> MECO <subj> Manila Economic and Cultural Office <obj> organization alternate names	0	en
train-194	/path/to/datasets/re-tacred/audio/train/train-194.wav:0:295184	18449	295184	<triplet> Taiwan Research Institute <subj> Taiwan <obj> organization country of branch <subj> TRI <obj> organization alternate names	0	en
train-204	/path/to/datasets/re-tacred/audio/train/train-204.wav:0:148063	9253	148063	<triplet> Czech National Bank <subj> Zdenek Tuma <obj> organization top members employees <subj> Czech Republic <obj> organization country of branch	0	en
train-205	/path/to/datasets/re-tacred/audio/train/train-205.wav:0:118713	7419	118713	<triplet> he <subj> Fuller <obj> person identity	0	en
train-207	/path/to/datasets/re-tacred/audio/train/train-207.wav:0:156236	9764	156236	<triplet> Dewey <subj> his <obj> person identity <triplet> his <subj> Dewey <obj> person identity	0	en
train-212	/path/to/datasets/re-tacred/audio/train/train-212.wav:0:134316	8394	134316	<triplet> Manila Economic and Cultural Office <subj> MECO <obj> organization alternate names <triplet> MECO <subj> Manila Economic and Cultural Office <obj> organization alternate names <subj> Amadeo Perez Jr. <obj> organization top members employees	0	en
train-219	/path/to/datasets/re-tacred/audio/train/train-219.wav:0:260633	16289	260633	<triplet> Julian Bond <subj> National Association for the Advancement of Colored People <obj> person employee of	0	en
train-225	/path/to/datasets/re-tacred/audio/train/train-225.wav:0:176298	11018	176298	<triplet> Philip Chen <subj> Cathay Pacific <obj> person employee of <subj> Director <obj> person title <subj> Cathay Pacific <obj> person employee of	0	en
train-240	/path/to/datasets/re-tacred/audio/train/train-240.wav:0:115740	7233	115740	<triplet> KKL <subj> Kinmen Kaoliang Liquor <obj> organization alternate names	0	en
train-242	/path/to/datasets/re-tacred/audio/train/train-242.wav:0:216422	13526	216422	<triplet> his <subj> army <obj> person employee of <subj> general <obj> person title	0	en
train-244	/path/to/datasets/re-tacred/audio/train/train-244.wav:0:152521	9532	152521	<triplet> McNair <subj> he <obj> person identity <triplet> he <subj> McNair <obj> person identity	0	en
train-248	/path/to/datasets/re-tacred/audio/train/train-248.wav:0:223109	13944	223109	<triplet> Fyffes <subj> David McCann <obj> organization top members employees	0	en
train-250	/path/to/datasets/re-tacred/audio/train/train-250.wav:0:317104	19819	317104	<triplet> Hashim Ahmad al-Tai <subj> Sultan <obj> person title <subj> minister <obj> person title <subj> Iraqi <obj> person origin <subj> Iraqi <obj> person employee of	0	en
train-252	/path/to/datasets/re-tacred/audio/train/train-252.wav:0:353883	22117	353883	<triplet> MAC <subj> Department of Legal Affairs <obj> organization members	0	en
train-253	/path/to/datasets/re-tacred/audio/train/train-253.wav:0:155864	9741	155864	<triplet> Kelly Cutrone <subj> MTV <obj> person employee of	0	en
train-263	/path/to/datasets/re-tacred/audio/train/train-263.wav:0:216794	13549	216794	<triplet> Montag <subj> Montag <obj> person identity	0	en
train-264	/path/to/datasets/re-tacred/audio/train/train-264.wav:0:222738	13921	222738	<triplet> Haifa University <subj> Israel <obj> organization country of branch	0	en
train-265	/path/to/datasets/re-tacred/audio/train/train-265.wav:0:178527	11157	178527	<triplet> His <subj> his <obj> person identity <subj> him <obj> person identity <subj> him <obj> person identity <triplet> him <subj> His <obj> person identity	0	en
train-270	/path/to/datasets/re-tacred/audio/train/train-270.wav:0:215308	13456	215308	<triplet> Abrams <subj> he <obj> person identity <triplet> him <subj> his <obj> person identity <triplet> he <subj> Abrams <obj> person identity <subj> his <obj> person identity	0	en
train-273	/path/to/datasets/re-tacred/audio/train/train-273.wav:0:257661	16103	257661	<triplet> Paul Gillmor <subj> Rep. <obj> person title	0	en
train-277	/path/to/datasets/re-tacred/audio/train/train-277.wav:0:221252	13828	221252	<triplet> Lashkar-e-Taiba <subj> India <obj> organization country of branch	0	en
train-280	/path/to/datasets/re-tacred/audio/train/train-280.wav:0:249487	15592	249487	<triplet> Ahmad Qattan <subj> he <obj> person identity <subj> representative <obj> person title <subj> Saudi <obj> person origin <subj> Saudi <obj> person employee of <subj> Arab League <obj> person employee of <subj> his <obj> person identity	0	en
train-285	/path/to/datasets/re-tacred/audio/train/train-285.wav:0:229054	14315	229054	<triplet> she <subj> US <obj> person origin	0	en
train-289	/path/to/datasets/re-tacred/audio/train/train-289.wav:0:126886	7930	126886	<triplet> Hussein Kamel <subj> he <obj> person identity <subj> 21 <obj> person age	0	en
train-293	/path/to/datasets/re-tacred/audio/train/train-293.wav:0:132459	8278	132459	<triplet> Project Islamic Hope <subj> Najee Ali <obj> organization top members employees	0	en
train-295	/path/to/datasets/re-tacred/audio/train/train-295.wav:0:171840	10740	171840	<triplet> American Bar Association <subj> Commission on Youth <obj> organization members <subj> Karen Mathis <obj> organization top members employees	0	en
train-301	/path/to/datasets/re-tacred/audio/train/train-301.wav:0:99022	6188	99022	<triplet> Carson <subj> Indianapolis City-County Council <obj> person employee of	0	en
train-302	/path/to/datasets/re-tacred/audio/train/train-302.wav:0:215679	13479	215679	<triplet> Mia Farrow <subj> UN <obj> person employee of	0	en
train-306	/path/to/datasets/re-tacred/audio/train/train-306.wav:0:110911	6931	110911	<triplet> FirstGroup <subj> U.S. <obj> organization country of branch	0	en
train-311	/path/to/datasets/re-tacred/audio/train/train-311.wav:0:232026	14501	232026	<triplet> Juanita Millender-McDonald <subj> Committee on House Administration <obj> person employee of	0	en
train-313	/path/to/datasets/re-tacred/audio/train/train-313.wav:0:203047	12690	203047	<triplet> Servicemembers Legal Defense Network <subj> SLDN <obj> organization alternate names	0	en
train-320	/path/to/datasets/re-tacred/audio/train/train-320.wav:0:245772	15360	245772	<triplet> St. Anselm College <subj> Manchester <obj> organization city of branch	0	en
train-324	/path/to/datasets/re-tacred/audio/train/train-324.wav:0:179642	11227	179642	<triplet> Adam <subj> Dolce Gabbana <obj> person employee of <subj> his <obj> person identity <triplet> his <subj> Dolce Gabbana <obj> person employee of <subj> Adam <obj> person identity	0	en
train-325	/path/to/datasets/re-tacred/audio/train/train-325.wav:0:170724	10670	170724	<triplet> his <subj> Gibson <obj> person identity	0	en
train-326	/path/to/datasets/re-tacred/audio/train/train-326.wav:0:147320	9207	147320	<triplet> She <subj> she <obj> person identity <subj> she <obj> person identity <subj> her <obj> person identity <triplet> she <subj> her <obj> person identity <triplet> her <subj> she <obj> person identity <subj> she <obj> person identity <subj> She <obj> person identity	0	en
train-327	/path/to/datasets/re-tacred/audio/train/train-327.wav:0:241685	15105	241685	<triplet> she <subj> her <obj> person identity <subj> her <obj> person identity <subj> her <obj> person identity <triplet> her <subj> she <obj> person identity <subj> her <obj> person identity <subj> her <obj> person identity <subj> her <obj> person identity <subj> she <obj> person identity <subj> her <obj> person identity <subj> she <obj> person identity <subj> her <obj> person identity <subj> Katarina <obj> person identity	0	en
train-329	/path/to/datasets/re-tacred/audio/train/train-329.wav:0:340510	21281	340510	<triplet> Myanmar Timber Enterprise <subj> MTE <obj> organization alternate names	0	en
train-333	/path/to/datasets/re-tacred/audio/train/train-333.wav:0:261747	16359	261747	<triplet> JEM <subj> JEM <obj> organization alternate names	0	en
train-334	/path/to/datasets/re-tacred/audio/train/train-334.wav:0:190043	11877	190043	<triplet> Sandy <subj> his <obj> person identity	0	en
train-336	/path/to/datasets/re-tacred/audio/train/train-336.wav:0:229797	14362	229797	<triplet> Carnival Corp. <subj> Carnival Cruise Lines <obj> organization members	0	en
train-339	/path/to/datasets/re-tacred/audio/train/train-339.wav:0:306701	19168	306701	<triplet> her <subj> her <obj> person identity	0	en
train-342	/path/to/datasets/re-tacred/audio/train/train-342.wav:0:263977	16498	263977	<triplet> Disney <subj> Shanghai Disneyland <obj> organization members	0	en
train-353	/path/to/datasets/re-tacred/audio/train/train-353.wav:0:112767	7047	112767	<triplet> Bryan Baldwin <subj> spokesman <obj> person title	0	en
train-354	/path/to/datasets/re-tacred/audio/train/train-354.wav:0:368373	23023	368373	<triplet> he <subj> he <obj> person identity <subj> Jake <obj> person identity <triplet> she <subj> her <obj> person identity <triplet> her <subj> she <obj> person identity	0	en
train-359	/path/to/datasets/re-tacred/audio/train/train-359.wav:0:223109	13944	223109	<triplet> Huber <subj> 57 <obj> person age <subj> his <obj> person identity <subj> he <obj> person identity <triplet> his <subj> 57 <obj> person age <subj> Huber <obj> person identity <subj> he <obj> person identity <triplet> he <subj> his <obj> person identity <subj> Huber <obj> person identity <subj> 57 <obj> person age	0	en
train-366	/path/to/datasets/re-tacred/audio/train/train-366.wav:0:339766	21235	339766	<triplet> CPS <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> CPS <obj> organization alternate names <subj> Physical Abuse CPS <obj> organization alternate names	0	en
train-374	/path/to/datasets/re-tacred/audio/train/train-374.wav:0:248744	15546	248744	<triplet> Gonzales <subj> Texas <obj> person employee of	0	en
train-378	/path/to/datasets/re-tacred/audio/train/train-378.wav:0:287382	17961	287382	<triplet> Daily News <subj> Zimbabwe <obj> organization country of branch	0	en
train-379	/path/to/datasets/re-tacred/audio/train/train-379.wav:0:161066	10066	161066	<triplet> Asian Development Bank <subj> ADB <obj> organization alternate names	0	en
train-380	/path/to/datasets/re-tacred/audio/train/train-380.wav:0:131716	8232	131716	<triplet> IPSCO <subj> Canada <obj> organization country of branch	0	en
train-384	/path/to/datasets/re-tacred/audio/train/train-384.wav:0:280323	17520	280323	<triplet> Royal Caribbean <subj> Freedom of the Seas <obj> organization members	0	en
train-389	/path/to/datasets/re-tacred/audio/train/train-389.wav:0:80075	5004	80075	<triplet> National Beef Packing Co. <subj> U.S. <obj> organization country of branch	0	en
train-396	/path/to/datasets/re-tacred/audio/train/train-396.wav:0:163666	10229	163666	<triplet> FMF <subj> FMF <obj> organization alternate names <subj> FMF <obj> organization alternate names	0	en
train-398	/path/to/datasets/re-tacred/audio/train/train-398.wav:0:236856	14803	236856	<triplet> Derounian <subj> he <obj> person identity <triplet> he <subj> Derounian <obj> person identity	0	en
train-405	/path/to/datasets/re-tacred/audio/train/train-405.wav:0:193388	12086	193388	<triplet> Al Hubbard <subj> businessman <obj> person title <subj> National Economic Council <obj> person employee of	0	en
train-414	/path/to/datasets/re-tacred/audio/train/train-414.wav:0:250230	15639	250230	<triplet> his <subj> his <obj> person identity	0	en
train-422	/path/to/datasets/re-tacred/audio/train/train-422.wav:0:189301	11831	189301	<triplet> he <subj> he <obj> person identity <subj> actor <obj> person title <subj> Scheider <obj> person identity <subj> Air Force <obj> person employee of <subj> Air Force <obj> person employee of	0	en
train-426	/path/to/datasets/re-tacred/audio/train/train-426.wav:0:379519	23719	379519	<triplet> Don Wildmon <subj> American Family Association <obj> person employee of <subj> `` Forgotten Americans Coalition <obj> person employee of	0	en
train-427	/path/to/datasets/re-tacred/audio/train/train-427.wav:0:148434	9277	148434	<triplet> OUP <subj> OUP <obj> organization alternate names <subj> OUP <obj> organization alternate names <subj> OUP <obj> organization alternate names	0	en
train-429	/path/to/datasets/re-tacred/audio/train/train-429.wav:0:120942	7558	120942	<triplet> IMF <subj> Dominique Strauss-Kahn <obj> organization top members employees	0	en
train-433	/path/to/datasets/re-tacred/audio/train/train-433.wav:0:122428	7651	122428	<triplet> He <subj> his <obj> person identity <triplet> his <subj> Shaukatullah <obj> person identity <subj> He <obj> person identity	0	en
train-434	/path/to/datasets/re-tacred/audio/train/train-434.wav:0:250973	15685	250973	<triplet> Juanita Millender-McDonald <subj> her <obj> person identity <subj> House Administration Committee <obj> person employee of <subj> she <obj> person identity <triplet> her <subj> House Administration Committee <obj> person employee of <subj> Rep. <obj> person title <subj> she <obj> person identity <triplet> she <subj> her <obj> person identity <subj> her <obj> person identity <subj> chairman <obj> person title <triplet> her <subj> she <obj> person identity <subj> chairman <obj> person title <subj> her <obj> person identity <subj> Rep. <obj> person title	0	en
train-443	/path/to/datasets/re-tacred/audio/train/train-443.wav:0:174812	10925	174812	<triplet> Lindsay M Hayes <subj> specialist <obj> person title	0	en
train-446	/path/to/datasets/re-tacred/audio/train/train-446.wav:0:298528	18658	298528	<triplet> opposition party <subj> Angola <obj> organization country of branch	0	en
train-451	/path/to/datasets/re-tacred/audio/train/train-451.wav:0:184471	11529	184471	<triplet> Ali Akbar Salehi <subj> Atomic Energy Organization of Iran <obj> person employee of	0	en
train-453	/path/to/datasets/re-tacred/audio/train/train-453.wav:0:379519	23719	379519	<triplet> Hashim Ahmad al-Tai <subj> minister <obj> person title <subj> Iraqi <obj> person employee of <subj> Sultan <obj> person title	0	en
train-459	/path/to/datasets/re-tacred/audio/train/train-459.wav:0:218280	13642	218280	<triplet> IMF <subj> David Burton <obj> organization top members employees	0	en
train-462	/path/to/datasets/re-tacred/audio/train/train-462.wav:0:289611	18100	289611	<triplet> Waldheim <subj> foreign minister <obj> person title <subj> diplomat <obj> person title	0	en
train-467	/path/to/datasets/re-tacred/audio/train/train-467.wav:0:113883	7117	113883	<triplet> MF Global <subj> Man Financial <obj> organization alternate names	0	en
train-471	/path/to/datasets/re-tacred/audio/train/train-471.wav:0:47752	2984	47752	<triplet> He <subj> Army <obj> person employee of	0	en
train-475	/path/to/datasets/re-tacred/audio/train/train-475.wav:0:190043	11877	190043	<triplet> she <subj> judge <obj> person title <subj> her <obj> person identity <subj> she <obj> person identity <triplet> her <subj> she <obj> person identity <subj> judge <obj> person title <subj> she <obj> person identity <triplet> she <subj> judge <obj> person title <subj> she <obj> person identity <subj> her <obj> person identity	0	en
train-477	/path/to/datasets/re-tacred/audio/train/train-477.wav:0:216422	13526	216422	<triplet> Gonzales <subj> he <obj> person identity	0	en
train-480	/path/to/datasets/re-tacred/audio/train/train-480.wav:0:173697	10856	173697	<triplet> Oscar Peterson <subj> his <obj> person identity	0	en
train-486	/path/to/datasets/re-tacred/audio/train/train-486.wav:0:379519	23719	379519	<triplet> her <subj> her <obj> person identity <subj> Kandice <obj> person identity <subj> her <obj> person identity <subj> Kandice <obj> person identity <subj> her <obj> person identity <subj> her <obj> person identity <subj> Hutchinson <obj> person identity <subj> her <obj> person identity <subj> Hutchinson <obj> person identity	0	en
train-492	/path/to/datasets/re-tacred/audio/train/train-492.wav:0:224967	14060	224967	<triplet> FirstGroup <subj> United Kingdom <obj> organization country of branch <triplet> FirstGroup PLC <subj> Laidlaw <obj> organization members	0	en
train-493	/path/to/datasets/re-tacred/audio/train/train-493.wav:0:145462	9091	145462	<triplet> Carnival <subj> Carnival <obj> organization alternate names <subj> Carnival <obj> organization alternate names	0	en
train-494	/path/to/datasets/re-tacred/audio/train/train-494.wav:0:322677	20167	322677	<triplet> New York Immigration Coalition <subj> America <obj> organization country of branch	0	en
train-497	/path/to/datasets/re-tacred/audio/train/train-497.wav:0:244286	15267	244286	<triplet> Ahmad Qattan <subj> Saudi <obj> person origin <subj> Saudi <obj> person origin <subj> he <obj> person identity <subj> representative <obj> person title <subj> Arab League <obj> person employee of <subj> his <obj> person identity <triplet> he <subj> Ahmad Qattan <obj> person identity <subj> representative <obj> person title <subj> Saudi <obj> person origin <subj> his <obj> person identity <subj> Arab League <obj> person employee of <subj> Saudi <obj> person employee of <triplet> his <subj> Arab League <obj> person employee of <subj> Prince Saud al-Faisal <obj> person identity <subj> he <obj> person identity <subj> Abdullah <obj> person identity <subj> Saudi <obj> person origin <subj> Ahmad Qattan <obj> person identity <subj> Saudi <obj> person origin <subj> representative <obj> person title	0	en
train-507	/path/to/datasets/re-tacred/audio/train/train-507.wav:0:220509	13781	220509	<triplet> Institute for Diversity and Ethics in Sport <subj> Richard E. Lapchick <obj> organization top members employees	0	en
train-509	/path/to/datasets/re-tacred/audio/train/train-509.wav:0:255803	15987	255803	<triplet> his <subj> Small Business Committee <obj> person employee of <triplet> he <subj> Small Business Committee <obj> person employee of	0	en
train-515	/path/to/datasets/re-tacred/audio/train/train-515.wav:0:261747	16359	261747	<triplet> Johnny Knoxville <subj> MTV <obj> person employee of <subj> his <obj> person identity <triplet> his <subj> Johnny Knoxville <obj> person identity <subj> MTV <obj> person employee of	0	en
train-520	/path/to/datasets/re-tacred/audio/train/train-520.wav:0:282181	17636	282181	<triplet> Scorpions <subj> NPA <obj> organization alternate names	0	en
train-521	/path/to/datasets/re-tacred/audio/train/train-521.wav:0:140632	8789	140632	<triplet> He <subj> his <obj> person identity <triplet> his <subj> He <obj> person identity	0	en
train-532	/path/to/datasets/re-tacred/audio/train/train-532.wav:0:86390	5399	86390	<triplet> Michael Johns <subj> he <obj> person identity <triplet> he <subj> Michael Johns <obj> person identity	0	en
train-534	/path/to/datasets/re-tacred/audio/train/train-534.wav:0:216794	13549	216794	<triplet> Lee Jye <subj> Defense <obj> person employee of <subj> Minister <obj> person title	0	en
train-536	/path/to/datasets/re-tacred/audio/train/train-536.wav:0:141374	8835	141374	<triplet> Bryan Baldwin <subj> JetBlue Airways Corp <obj> person employee of	0	en
train-550	/path/to/datasets/re-tacred/audio/train/train-550.wav:0:179270	11204	179270	<triplet> Steve McPherson <subj> president <obj> person title <subj> ABC Entertainment Group <obj> person employee of <subj> his <obj> person identity	0	en
train-553	/path/to/datasets/re-tacred/audio/train/train-553.wav:0:174440	10902	174440	<triplet> Dee Dee Myers <subj> secretary <obj> person title	0	en
train-561	/path/to/datasets/re-tacred/audio/train/train-561.wav:0:300014	18750	300014	<triplet> OIC <subj> OIC <obj> organization alternate names	0	en
